"ap_id","utility_id","geoid","region_name"
11446995,384,60014066012,"Alameda County"
11340655,384,60014066012,"Alameda County"
11447093,384,60014066012,"Alameda County"
11447091,384,60014066012,"Alameda County"
11340736,384,60014066012,"Alameda County"
11442085,384,60014066012,"Alameda County"
11339581,384,60014066012,"Alameda County"
11339193,384,60014066012,"Alameda County"
11442104,384,60014066012,"Alameda County"
11447475,384,60014070001,"Alameda County"
11441088,384,60014070001,"Alameda County"
11335965,384,60014070001,"Alameda County"
11446682,384,60014070001,"Alameda County"
11447403,384,60014070001,"Alameda County"
11340908,384,60014070001,"Alameda County"
11335934,384,60014070001,"Alameda County"
11335931,384,60014070001,"Alameda County"
11446692,384,60014070001,"Alameda County"
11335277,384,60014070001,"Alameda County"
11447534,384,60014070001,"Alameda County"
11441140,384,60014070001,"Alameda County"
11447494,384,60014070001,"Alameda County"
11335939,384,60014070001,"Alameda County"
11441123,384,60014070001,"Alameda County"
11441277,384,60014070001,"Alameda County"
11447421,384,60014070001,"Alameda County"
11441278,384,60014070001,"Alameda County"
11446728,384,60014070001,"Alameda County"
11335311,384,60014070001,"Alameda County"
11451670,384,60014077001,"Alameda County"
11442870,384,60014077001,"Alameda County"
11449035,384,60014077001,"Alameda County"
11454218,384,60014077001,"Alameda County"
11341524,384,60014077001,"Alameda County"
11451553,384,60014077001,"Alameda County"
11337839,384,60014077001,"Alameda County"
11451524,384,60014077001,"Alameda County"
11451658,384,60014077001,"Alameda County"
11341341,384,60014077001,"Alameda County"
11444285,384,60014077001,"Alameda County"
11341601,384,60014077001,"Alameda County"
11450939,384,60014077001,"Alameda County"
11442866,384,60014077001,"Alameda County"
11442889,384,60014077001,"Alameda County"
11451561,384,60014077001,"Alameda County"
11451655,384,60014077001,"Alameda County"
11341590,384,60014077001,"Alameda County"
11341399,384,60014077001,"Alameda County"
11442816,384,60014077001,"Alameda County"
11308513,384,60014087005,"Alameda County"
11308407,384,60014087005,"Alameda County"
11308531,384,60014087005,"Alameda County"
11308778,384,60014087005,"Alameda County"
11308568,384,60014087005,"Alameda County"
11493376,384,60014087005,"Alameda County"
11493262,384,60014087005,"Alameda County"
11311070,384,60014087005,"Alameda County"
11493257,384,60014087005,"Alameda County"
11308493,384,60014087005,"Alameda County"
11493382,384,60014087005,"Alameda County"
11311097,384,60014087005,"Alameda County"
11308601,384,60014087005,"Alameda County"
11308391,384,60014087005,"Alameda County"
11496450,384,60014087005,"Alameda County"
11453402,384,60014087005,"Alameda County"
11441309,384,60014087005,"Alameda County"
11308423,384,60014087005,"Alameda County"
11493254,384,60014087005,"Alameda County"
11453394,384,60014087005,"Alameda County"
11310362,384,60014097003,"Alameda County"
11257408,384,60014097003,"Alameda County"
11310513,384,60014097003,"Alameda County"
11495737,384,60014097003,"Alameda County"
11310529,384,60014097003,"Alameda County"
11495963,384,60014097003,"Alameda County"
11311830,384,60014097003,"Alameda County"
11310554,384,60014097003,"Alameda County"
11496018,384,60014097003,"Alameda County"
11495989,384,60014097003,"Alameda County"
11495970,384,60014097003,"Alameda County"
11494283,384,60014097003,"Alameda County"
11310423,384,60014097003,"Alameda County"
11311691,384,60014097003,"Alameda County"
11311722,384,60014097003,"Alameda County"
11496065,384,60014097003,"Alameda County"
11310491,384,60014097003,"Alameda County"
11495986,384,60014097003,"Alameda County"
11311709,384,60014097003,"Alameda County"
11495946,384,60014097003,"Alameda County"
11431853,384,60014101002,"Alameda County"
11256897,384,60014101002,"Alameda County"
11256946,384,60014101002,"Alameda County"
11431698,384,60014101002,"Alameda County"
10710621,384,60014101002,"Alameda County"
11256978,384,60014101002,"Alameda County"
11257042,384,60014101002,"Alameda County"
11256929,384,60014101002,"Alameda County"
11257079,384,60014101002,"Alameda County"
11429464,384,60014101002,"Alameda County"
11257103,384,60014101002,"Alameda County"
10702994,384,60014101002,"Alameda County"
10710562,384,60014101002,"Alameda County"
11429254,384,60014101002,"Alameda County"
11256803,384,60014101002,"Alameda County"
11257145,384,60014101002,"Alameda County"
11256913,384,60014101002,"Alameda County"
11256912,384,60014101002,"Alameda County"
10710507,384,60014101002,"Alameda County"
11257105,384,60014101002,"Alameda County"
11256729,384,60014102002,"Alameda County"
11256614,384,60014102002,"Alameda County"
11256931,384,60014102002,"Alameda County"
11431783,384,60014102002,"Alameda County"
11256916,384,60014102002,"Alameda County"
11256653,384,60014102002,"Alameda County"
11256682,384,60014102002,"Alameda County"
11256740,384,60014102002,"Alameda County"
11256834,384,60014102002,"Alameda County"
11256773,384,60014102002,"Alameda County"
10708805,384,60014102002,"Alameda County"
11256684,384,60014102002,"Alameda County"
11256797,384,60014102002,"Alameda County"
11256652,384,60014102002,"Alameda County"
11256670,384,60014102002,"Alameda County"
11256733,384,60014102002,"Alameda County"
11256638,384,60014102002,"Alameda County"
11256560,384,60014102002,"Alameda County"
11256624,384,60014102002,"Alameda County"
11256810,384,60014102002,"Alameda County"
11316970,384,60014283023,"Alameda County"
11317194,384,60014283023,"Alameda County"
11317175,384,60014283023,"Alameda County"
11301039,384,60014283023,"Alameda County"
11318779,384,60014283023,"Alameda County"
11318930,384,60014283023,"Alameda County"
11317214,384,60014283023,"Alameda County"
11317242,384,60014283023,"Alameda County"
11318883,384,60014283023,"Alameda County"
11317256,384,60014283023,"Alameda County"
11317260,384,60014283023,"Alameda County"
11317303,384,60014283023,"Alameda County"
11318885,384,60014283023,"Alameda County"
11317265,384,60014283023,"Alameda County"
11316895,384,60014283023,"Alameda County"
11316977,384,60014283023,"Alameda County"
11316842,384,60014283023,"Alameda County"
11317248,384,60014283023,"Alameda County"
11320354,384,60014283023,"Alameda County"
11318296,384,60014283023,"Alameda County"
11330396,384,60014287001,"Alameda County"
11458203,384,60014287001,"Alameda County"
11329878,384,60014287001,"Alameda County"
11330450,384,60014287001,"Alameda County"
11330462,384,60014287001,"Alameda County"
11329911,384,60014287001,"Alameda County"
11326621,384,60014287001,"Alameda County"
11329885,384,60014287001,"Alameda County"
11330528,384,60014287001,"Alameda County"
11325688,384,60014287001,"Alameda County"
11325604,384,60014287001,"Alameda County"
11330604,384,60014287001,"Alameda County"
11330554,384,60014287001,"Alameda County"
11330599,384,60014287001,"Alameda County"
11326626,384,60014287001,"Alameda County"
11326660,384,60014287001,"Alameda County"
11457874,384,60014287001,"Alameda County"
11325647,384,60014287001,"Alameda County"
11330457,384,60014287001,"Alameda County"
11330593,384,60014287001,"Alameda County"
11433163,384,60014307003,"Alameda County"
10046869,384,60014307003,"Alameda County"
10054168,384,60014307003,"Alameda County"
11514853,384,60014307003,"Alameda County"
10054163,384,60014307003,"Alameda County"
11514864,384,60014307003,"Alameda County"
11428079,384,60014307003,"Alameda County"
10046859,384,60014307003,"Alameda County"
11433023,384,60014307003,"Alameda County"
10046875,384,60014307003,"Alameda County"
11433174,384,60014307003,"Alameda County"
9896395,384,60014307003,"Alameda County"
10046847,384,60014307003,"Alameda County"
11503675,384,60014307003,"Alameda County"
10050750,384,60014307003,"Alameda County"
10054260,384,60014307003,"Alameda County"
10054155,384,60014307003,"Alameda County"
11503764,384,60014307003,"Alameda County"
10054306,384,60014307003,"Alameda County"
11433006,384,60014307003,"Alameda County"
10710505,384,60014321001,"Alameda County"
10706630,384,60014321001,"Alameda County"
11412964,384,60014321001,"Alameda County"
11413111,384,60014321001,"Alameda County"
10708659,384,60014321001,"Alameda County"
11413014,384,60014321001,"Alameda County"
10706713,384,60014321001,"Alameda County"
10711171,384,60014321001,"Alameda County"
10706643,384,60014321001,"Alameda County"
11413363,384,60014321001,"Alameda County"
10706836,384,60014321001,"Alameda County"
11431938,384,60014321001,"Alameda County"
10706831,384,60014321001,"Alameda County"
10706754,384,60014321001,"Alameda County"
10708754,384,60014321001,"Alameda County"
11413009,384,60014321001,"Alameda County"
10708692,384,60014321001,"Alameda County"
10710483,384,60014321001,"Alameda County"
10708732,384,60014321001,"Alameda County"
11412971,384,60014321001,"Alameda County"
11316159,384,60014324001,"Alameda County"
10705067,384,60014324001,"Alameda County"
11300470,384,60014324001,"Alameda County"
10056086,384,60014324001,"Alameda County"
10707016,384,60014324001,"Alameda County"
11316175,384,60014324001,"Alameda County"
10707030,384,60014324001,"Alameda County"
10705649,384,60014324001,"Alameda County"
11316140,384,60014324001,"Alameda County"
11317910,384,60014324001,"Alameda County"
10706982,384,60014324001,"Alameda County"
10709892,384,60014324001,"Alameda County"
10709849,384,60014324001,"Alameda County"
10709876,384,60014324001,"Alameda County"
11316308,384,60014324001,"Alameda County"
10709868,384,60014324001,"Alameda County"
11306549,384,60014324001,"Alameda County"
11300307,384,60014324001,"Alameda County"
11320777,384,60014324001,"Alameda County"
10046106,384,60014324001,"Alameda County"
10046327,384,60014337002,"Alameda County"
10050037,384,60014337002,"Alameda County"
11519837,384,60014337002,"Alameda County"
11500779,384,60014337002,"Alameda County"
11502401,384,60014337002,"Alameda County"
11502457,384,60014337002,"Alameda County"
11510834,384,60014337002,"Alameda County"
10046323,384,60014337002,"Alameda County"
11510810,384,60014337002,"Alameda County"
11519794,384,60014337002,"Alameda County"
11513077,384,60014337002,"Alameda County"
10050030,384,60014337002,"Alameda County"
10048301,384,60014337002,"Alameda County"
11511589,384,60014337002,"Alameda County"
11500782,384,60014337002,"Alameda County"
11502287,384,60014337002,"Alameda County"
11510895,384,60014337002,"Alameda County"
11519815,384,60014337002,"Alameda County"
10050048,384,60014337002,"Alameda County"
11510932,384,60014337002,"Alameda County"
10049674,384,60014338003,"Alameda County"
11508880,384,60014338003,"Alameda County"
10051145,384,60014338003,"Alameda County"
11424590,384,60014338003,"Alameda County"
10049722,384,60014338003,"Alameda County"
10049618,384,60014338003,"Alameda County"
10049664,384,60014338003,"Alameda County"
11421351,384,60014338003,"Alameda County"
10051123,384,60014338003,"Alameda County"
10049690,384,60014338003,"Alameda County"
10051218,384,60014338003,"Alameda County"
11421384,384,60014338003,"Alameda County"
11508851,384,60014338003,"Alameda County"
11424554,384,60014338003,"Alameda County"
11508867,384,60014338003,"Alameda County"
11508853,384,60014338003,"Alameda County"
11421386,384,60014338003,"Alameda County"
10051231,384,60014338003,"Alameda County"
11422177,384,60014338003,"Alameda County"
11508878,384,60014338003,"Alameda County"
10038757,384,60014361003,"Alameda County"
11509466,384,60014361003,"Alameda County"
11508370,384,60014361003,"Alameda County"
10040959,384,60014361003,"Alameda County"
10038671,384,60014361003,"Alameda County"
10038727,384,60014361003,"Alameda County"
10044978,384,60014361003,"Alameda County"
11509484,384,60014361003,"Alameda County"
11508208,384,60014361003,"Alameda County"
11509925,384,60014361003,"Alameda County"
10044957,384,60014361003,"Alameda County"
11508065,384,60014361003,"Alameda County"
11508094,384,60014361003,"Alameda County"
11505455,384,60014361003,"Alameda County"
11508069,384,60014361003,"Alameda County"
11505465,384,60014361003,"Alameda County"
11509852,384,60014361003,"Alameda County"
11505352,384,60014361003,"Alameda County"
10044895,384,60014361003,"Alameda County"
10040970,384,60014361003,"Alameda County"
9900305,357,60014377013,"Alameda County"
9900236,357,60014377013,"Alameda County"
9900121,357,60014377013,"Alameda County"
9900222,357,60014377013,"Alameda County"
9900223,357,60014377013,"Alameda County"
9900298,357,60014377013,"Alameda County"
9900115,357,60014377013,"Alameda County"
9900345,357,60014377013,"Alameda County"
10035154,357,60014377013,"Alameda County"
10035146,357,60014377013,"Alameda County"
9900332,357,60014377013,"Alameda County"
9900187,357,60014377013,"Alameda County"
9900193,357,60014377013,"Alameda County"
9900184,357,60014377013,"Alameda County"
9900354,357,60014377013,"Alameda County"
9557114,357,60014377013,"Alameda County"
9900166,357,60014377013,"Alameda County"
9900369,357,60014377013,"Alameda County"
9900299,357,60014377013,"Alameda County"
11499809,357,60014377013,"Alameda County"
9553715,357,60014379002,"Alameda County"
9557731,357,60014379002,"Alameda County"
9552686,357,60014379002,"Alameda County"
9557792,357,60014379002,"Alameda County"
9557796,357,60014379002,"Alameda County"
9557822,357,60014379002,"Alameda County"
9557761,357,60014379002,"Alameda County"
9557777,357,60014379002,"Alameda County"
9557958,357,60014379002,"Alameda County"
9557596,357,60014379002,"Alameda County"
9609464,357,60014379002,"Alameda County"
9557764,357,60014379002,"Alameda County"
9557729,357,60014379002,"Alameda County"
9557745,357,60014379002,"Alameda County"
9557961,357,60014379002,"Alameda County"
9664138,357,60014379002,"Alameda County"
9557858,357,60014379002,"Alameda County"
9557813,357,60014379002,"Alameda County"
9557881,357,60014379002,"Alameda County"
9557871,357,60014379002,"Alameda County"
10037741,357,60014383002,"Alameda County"
11513164,357,60014383002,"Alameda County"
11513106,357,60014383002,"Alameda County"
10035949,357,60014383002,"Alameda County"
10037827,357,60014383002,"Alameda County"
10038052,357,60014383002,"Alameda County"
10035972,357,60014383002,"Alameda County"
10035970,357,60014383002,"Alameda County"
10038035,357,60014383002,"Alameda County"
11500953,357,60014383002,"Alameda County"
10035752,357,60014383002,"Alameda County"
10035070,357,60014383002,"Alameda County"
10038026,357,60014383002,"Alameda County"
11513217,357,60014383002,"Alameda County"
10037760,357,60014383002,"Alameda County"
11500814,357,60014383002,"Alameda County"
10037736,357,60014383002,"Alameda County"
10037763,357,60014383002,"Alameda County"
10034971,357,60014383002,"Alameda County"
10037811,357,60014383002,"Alameda County"
11497584,15,60014403041,"Alameda County"
9899193,15,60014403041,"Alameda County"
11499393,15,60014403041,"Alameda County"
9899276,15,60014403041,"Alameda County"
11499441,15,60014403041,"Alameda County"
11499482,15,60014403041,"Alameda County"
9899105,15,60014403041,"Alameda County"
9665673,15,60014403041,"Alameda County"
11499460,15,60014403041,"Alameda County"
11497651,15,60014403041,"Alameda County"
9899137,15,60014403041,"Alameda County"
9899139,15,60014403041,"Alameda County"
9899264,15,60014403041,"Alameda County"
11506343,15,60014403041,"Alameda County"
11499442,15,60014403041,"Alameda County"
11497679,15,60014403041,"Alameda County"
9899237,15,60014403041,"Alameda County"
11499396,15,60014403041,"Alameda County"
9899199,15,60014403041,"Alameda County"
9648031,15,60014403041,"Alameda County"
9643825,15,60014403083,"Alameda County"
9643783,15,60014403083,"Alameda County"
9661029,15,60014403083,"Alameda County"
9632090,15,60014403083,"Alameda County"
9642608,15,60014403083,"Alameda County"
9660497,15,60014403083,"Alameda County"
9605471,15,60014403083,"Alameda County"
9643833,15,60014403083,"Alameda County"
9660968,15,60014403083,"Alameda County"
9643851,15,60014403083,"Alameda County"
9632185,15,60014403083,"Alameda County"
9600013,15,60014403083,"Alameda County"
9661152,15,60014403083,"Alameda County"
9660508,15,60014403083,"Alameda County"
9631828,15,60014403083,"Alameda County"
9643788,15,60014403083,"Alameda County"
9643994,15,60014403083,"Alameda County"
9631743,15,60014403083,"Alameda County"
9658027,15,60014403083,"Alameda County"
9661125,15,60014403083,"Alameda County"
9635418,15,60014413012,"Alameda County"
9635604,15,60014413012,"Alameda County"
9635569,15,60014413012,"Alameda County"
9635427,15,60014413012,"Alameda County"
9615701,15,60014413012,"Alameda County"
9635395,15,60014413012,"Alameda County"
9635476,15,60014413012,"Alameda County"
9635512,15,60014413012,"Alameda County"
9635568,15,60014413012,"Alameda County"
9635590,15,60014413012,"Alameda County"
9615697,15,60014413012,"Alameda County"
9615637,15,60014413012,"Alameda County"
9604945,15,60014413012,"Alameda County"
9635567,15,60014413012,"Alameda County"
9635594,15,60014413012,"Alameda County"
9635511,15,60014413012,"Alameda County"
9635525,15,60014413012,"Alameda County"
9635398,15,60014413012,"Alameda County"
9635483,15,60014413012,"Alameda County"
9615554,15,60014413012,"Alameda County"
9656827,15,60014414011,"Alameda County"
9643306,15,60014414011,"Alameda County"
9640940,15,60014414011,"Alameda County"
9656747,15,60014414011,"Alameda County"
9644622,15,60014414011,"Alameda County"
9650178,15,60014414011,"Alameda County"
9656770,15,60014414011,"Alameda County"
9656709,15,60014414011,"Alameda County"
9644697,15,60014414011,"Alameda County"
9644719,15,60014414011,"Alameda County"
9644605,15,60014414011,"Alameda County"
9643290,15,60014414011,"Alameda County"
9644656,15,60014414011,"Alameda County"
9656725,15,60014414011,"Alameda County"
9644630,15,60014414011,"Alameda County"
9644682,15,60014414011,"Alameda County"
9656732,15,60014414011,"Alameda County"
9644686,15,60014414011,"Alameda County"
9644611,15,60014414011,"Alameda County"
9643300,15,60014414011,"Alameda County"
9653319,15,60014414012,"Alameda County"
9656084,15,60014414012,"Alameda County"
9653291,15,60014414012,"Alameda County"
9642019,15,60014414012,"Alameda County"
9643349,15,60014414012,"Alameda County"
9656024,15,60014414012,"Alameda County"
9643325,15,60014414012,"Alameda County"
9641661,15,60014414012,"Alameda County"
9661758,15,60014414012,"Alameda County"
9644480,15,60014414012,"Alameda County"
9658538,15,60014414012,"Alameda County"
9642029,15,60014414012,"Alameda County"
9613415,15,60014414012,"Alameda County"
9656080,15,60014414012,"Alameda County"
9643359,15,60014414012,"Alameda County"
9644595,15,60014414012,"Alameda County"
9644563,15,60014414012,"Alameda County"
9643375,15,60014414012,"Alameda County"
9641676,15,60014414012,"Alameda County"
9653333,15,60014414012,"Alameda County"
9608959,15,60014418001,"Alameda County"
9608925,15,60014418001,"Alameda County"
9598362,15,60014418001,"Alameda County"
9603126,15,60014418001,"Alameda County"
9603106,15,60014418001,"Alameda County"
9597890,15,60014418001,"Alameda County"
9604737,15,60014418001,"Alameda County"
9608894,15,60014418001,"Alameda County"
9610062,15,60014418001,"Alameda County"
9610051,15,60014418001,"Alameda County"
9610405,15,60014418001,"Alameda County"
9598505,15,60014418001,"Alameda County"
9608920,15,60014418001,"Alameda County"
9610416,15,60014418001,"Alameda County"
9598441,15,60014418001,"Alameda County"
9598425,15,60014418001,"Alameda County"
9598469,15,60014418001,"Alameda County"
9597779,15,60014418001,"Alameda County"
9603156,15,60014418001,"Alameda County"
9597761,15,60014418001,"Alameda County"
10375868,15,60014433222,"Alameda County"
9450621,15,60014433222,"Alameda County"
7499985,15,60014433222,"Alameda County"
10375900,15,60014433222,"Alameda County"
7499981,15,60014433222,"Alameda County"
9451410,15,60014433222,"Alameda County"
9451416,15,60014433222,"Alameda County"
10375561,15,60014433222,"Alameda County"
10375891,15,60014433222,"Alameda County"
10375498,15,60014433222,"Alameda County"
7500023,15,60014433222,"Alameda County"
10375512,15,60014433222,"Alameda County"
10375942,15,60014433222,"Alameda County"
10375494,15,60014433222,"Alameda County"
10375950,15,60014433222,"Alameda County"
7200307,15,60014433222,"Alameda County"
7491943,15,60014433222,"Alameda County"
10375526,15,60014433222,"Alameda County"
10376007,15,60014433222,"Alameda County"
7200415,15,60014433222,"Alameda County"
9606569,15,60014446011,"Alameda County"
9601383,15,60014446011,"Alameda County"
9614302,15,60014446011,"Alameda County"
9601032,15,60014446011,"Alameda County"
9606559,15,60014446011,"Alameda County"
9598637,15,60014446011,"Alameda County"
9596623,15,60014446011,"Alameda County"
9614433,15,60014446011,"Alameda County"
9614359,15,60014446011,"Alameda County"
9600660,15,60014446011,"Alameda County"
9605516,15,60014446011,"Alameda County"
9598644,15,60014446011,"Alameda County"
9598595,15,60014446011,"Alameda County"
9614222,15,60014446011,"Alameda County"
9614399,15,60014446011,"Alameda County"
9596579,15,60014446011,"Alameda County"
9605537,15,60014446011,"Alameda County"
9600695,15,60014446011,"Alameda County"
9606471,15,60014446011,"Alameda County"
9605521,15,60014446011,"Alameda County"
7196091,403,60014506025,"Alameda County"
7179443,403,60014506025,"Alameda County"
7191153,403,60014506025,"Alameda County"
7174863,403,60014506025,"Alameda County"
7174856,403,60014506025,"Alameda County"
7179363,403,60014506025,"Alameda County"
7191094,403,60014506025,"Alameda County"
7178960,403,60014506025,"Alameda County"
7183286,403,60014506025,"Alameda County"
7174835,403,60014506025,"Alameda County"
7196069,403,60014506025,"Alameda County"
7191006,403,60014506025,"Alameda County"
7191080,403,60014506025,"Alameda County"
7178806,403,60014506025,"Alameda County"
7174890,403,60014506025,"Alameda County"
7190958,403,60014506025,"Alameda County"
7195005,403,60014506025,"Alameda County"
7191090,403,60014506025,"Alameda County"
7190999,403,60014506025,"Alameda County"
7180741,403,60014506025,"Alameda County"
7181157,403,60014506061,"Alameda County"
3842802,403,60014506061,"Alameda County"
3842451,403,60014506061,"Alameda County"
7182242,403,60014506061,"Alameda County"
7193582,403,60014506061,"Alameda County"
7182172,403,60014506061,"Alameda County"
7193588,403,60014506061,"Alameda County"
7193556,403,60014506061,"Alameda County"
7515709,403,60014506061,"Alameda County"
3842949,403,60014506061,"Alameda County"
7193634,403,60014506061,"Alameda County"
7193554,403,60014506061,"Alameda County"
3842431,403,60014506061,"Alameda County"
3842500,403,60014506061,"Alameda County"
7193571,403,60014506061,"Alameda County"
7181048,403,60014506061,"Alameda County"
7513684,403,60014506061,"Alameda County"
7193595,403,60014506061,"Alameda County"
3842267,403,60014506061,"Alameda County"
7182194,403,60014506061,"Alameda County"
7180550,403,60014506062,"Alameda County"
7180575,403,60014506062,"Alameda County"
7180855,403,60014506062,"Alameda County"
7181170,403,60014506062,"Alameda County"
7181171,403,60014506062,"Alameda County"
7196982,403,60014506062,"Alameda County"
7181105,403,60014506062,"Alameda County"
7181073,403,60014506062,"Alameda County"
7196947,403,60014506062,"Alameda County"
7181108,403,60014506062,"Alameda County"
7181128,403,60014506062,"Alameda County"
7181024,403,60014506062,"Alameda County"
7180874,403,60014506062,"Alameda County"
7181122,403,60014506062,"Alameda County"
7196962,403,60014506062,"Alameda County"
7180913,403,60014506062,"Alameda County"
7181014,403,60014506062,"Alameda County"
7181013,403,60014506062,"Alameda County"
7180756,403,60014506062,"Alameda County"
7180854,403,60014506062,"Alameda County"
9445226,218,60014507511,"Alameda County"
9443960,218,60014507511,"Alameda County"
9443376,218,60014507511,"Alameda County"
7163979,218,60014507511,"Alameda County"
9444506,218,60014507511,"Alameda County"
9445415,218,60014507511,"Alameda County"
9443958,218,60014507511,"Alameda County"
9719430,218,60014507511,"Alameda County"
7155939,218,60014507511,"Alameda County"
9443447,218,60014507511,"Alameda County"
9443936,218,60014507511,"Alameda County"
9719331,218,60014507511,"Alameda County"
9719133,218,60014507511,"Alameda County"
7163783,218,60014507511,"Alameda County"
